plant1_train.mea_ddhr,plant1_train.tem_in_loc1,plant1_train.hum_in_loc1,plant1_train.tem_coil_loc1,plant1_train.tem_in_loc2,plant1_train.hum_in_loc2,plant1_train.tem_coil_loc2,plant1_train.tem_in_loc3,plant1_train.hum_in_loc3,plant1_train.tem_coil_loc3,plant1_train.tem_out_loc1,plant1_train.hum_out_loc1,temp_24,hum_24,temp_48,hum_48,plant1_train.cond_loc1,plant1_train.cond_loc2,plant1_train.cond_loc3
2017-06-26 12:00:00,28.35,54.03,26.43,28.07,53.94,25.74,27.55,55.62,25.51,28.28,48.44,26.0,65,24.0,75,0.0,0.0,0.0
2017-06-26 15:00:00,28.93,55.22,26.58,28.19,57.81,25.82,27.55,60.56,25.59,24.71,68.5,27.0,60,27.0,60,0.0,0.0,0.0
2017-06-26 18:00:00,28.13,57.75,26.51,27.06,61.94,25.67,26.45,62.91,25.36,23.55,70.82,25.0,70,27.0,65,0.0,0.0,0.0
2017-06-26 21:00:00,27.43,56.9,26.24,25.78,61.51,25.82,25.48,62.42,25.21,22.03,74.57,22.0,80,25.0,65,0.0,0.0,0.0
2017-06-27 12:00:00,27.86,59.19,26.05,27.46,59.83,25.51,27.09,61.08,25.55,27.77,54.73,27.0,60,24.0,70,0.0,0.0,0.0
2017-06-27 15:00:00,28.83,57.05,26.51,28.44,57.69,26.05,27.95,59.4,25.74,27.4,58.88,28.0,60,28.0,55,0.0,0.0,0.0
2017-06-27 18:00:00,28.71,57.51,26.51,28.44,57.51,25.93,27.31,61.2,25.74,24.71,67.46,25.0,70,27.0,65,0.0,0.0,0.0
2017-06-27 21:00:00,27.64,60.5,26.39,26.91,62.15,25.9,26.33,64.07,25.55,22.94,75.34,22.0,80,26.0,65,0.0,0.0,0.0
2017-06-28 12:00:00,28.5,55.95,26.32,28.1,57.08,25.97,27.74,56.99,25.67,29.66,45.7,28.0,60,23.0,80,0.0,0.0,0.0
2017-06-28 15:00:00,29.81,53.82,26.77,29.63,52.84,26.35,28.59,56.96,26.01,27.64,58.61,27.0,65,26.0,70,0.0,0.0,0.0
2017-06-28 18:00:00,29.32,55.07,26.85,29.26,54.49,26.16,27.86,59.0,25.93,25.29,65.02,26.0,70,27.0,65,0.0,0.0,0.0
2017-06-28 21:00:00,27.58,61.72,26.54,27.7,59.71,26.28,26.54,64.26,25.67,22.76,78.27,22.0,80,25.0,70,0.0,0.0,0.0
2017-06-29 12:00:00,28.59,56.93,26.54,28.5,56.93,26.2,27.86,57.88,25.78,28.1,52.53,27.0,65,24.0,80,0.0,0.0,0.0
2017-06-29 15:00:00,30.12,52.9,27.35,29.84,51.86,26.35,29.11,54.52,26.32,27.77,57.05,27.0,65,26.0,70,0.0,0.0,0.0
2017-06-29 18:00:00,29.81,55.25,27.54,29.9,54.27,26.62,28.47,58.3,26.28,26.18,64.19,25.0,65,27.0,70,0.0,0.0,0.0
2017-06-29 21:00:00,28.22,62.42,26.96,28.13,61.32,26.47,27.06,64.71,26.09,24.01,74.76,22.0,80,26.0,65,0.0,0.0,0.0
2017-06-30 12:00:00,29.32,58.03,27.19,28.8,59.49,26.47,27.43,64.41,25.97,26.82,62.06,27.0,65,25.0,85,0.0,0.0,0.0
2017-06-30 15:00:00,29.96,55.74,27.69,29.78,55.34,26.81,28.44,60.13,26.39,26.79,62.52,27.0,65,26.0,80,0.0,0.0,0.0
2017-06-30 18:00:00,28.41,57.05,27.08,28.65,55.56,26.85,27.52,59.68,26.28,25.17,63.28,25.0,75,26.0,80,0.0,0.0,0.0
2017-06-30 21:00:00,28.1,60.62,27.04,27.67,59.19,26.74,26.73,62.48,26.2,24.22,69.66,23.0,80,25.0,85,0.0,0.0,0.0
2017-07-01 12:00:00,28.25,60.65,26.81,27.67,61.97,26.39,26.94,65.54,26.05,27.4,62.42,26.0,85,24.0,90,0.0,0.0,0.0
2017-07-01 15:00:00,28.16,66.58,26.74,27.52,68.35,26.32,26.7,71.0,26.12,24.71,78.66,26.0,85,26.0,80,0.0,0.0,0.0
2017-07-01 18:00:00,27.67,74.85,26.62,26.88,77.56,26.28,26.0,80.07,25.9,24.32,88.43,25.0,85,26.0,85,0.0,0.0,0.0
2017-07-01 21:00:00,27.7,74.76,26.58,26.58,78.82,26.12,25.84,81.44,25.86,24.1,87.39,24.0,90,25.0,85,0.0,0.0,0.0
2017-07-02 12:00:00,28.38,76.13,26.7,27.86,78.08,26.35,27.28,80.16,26.12,27.31,76.5,26.0,85,25.0,90,0.0,0.0,0.0
2017-07-02 15:00:00,28.56,75.85,26.7,27.92,77.44,26.32,27.55,78.91,26.28,27.49,76.43,26.0,85,27.0,80,0.0,0.0,0.0
2017-07-02 18:00:00,28.32,75.58,26.7,27.83,76.77,26.43,27.06,79.4,26.16,25.48,84.25,25.0,85,27.0,80,0.0,0.0,0.0
2017-07-02 21:00:00,28.07,77.96,26.77,27.25,79.91,26.35,26.45,82.48,26.09,24.68,90.2,24.0,90,26.0,80,0.0,0.0,0.0
2017-07-03 12:00:00,28.35,73.32,26.7,28.04,74.15,26.39,27.46,76.25,26.32,28.19,70.97,28.0,75,26.0,85,0.0,0.0,0.0
2017-07-03 15:00:00,28.5,73.2,26.81,27.95,74.54,26.43,27.34,77.2,26.24,25.69,82.2,29.0,75,29.0,65,0.0,0.0,0.0
2017-07-03 18:00:00,28.22,73.81,26.77,27.58,75.76,26.47,26.94,78.17,26.35,25.48,81.53,27.0,75,29.0,60,0.0,0.0,0.0
2017-07-03 21:00:00,28.07,72.92,26.74,27.12,76.43,26.43,26.33,79.0,26.24,24.47,84.55,23.0,85,27.0,70,0.0,0.0,0.0
2017-07-04 12:00:00,28.86,70.39,26.85,27.83,72.99,26.47,27.37,75.03,26.35,26.18,76.77,29.0,60,26.0,80,0.0,0.0,0.0
2017-07-04 15:00:00,30.48,63.89,27.46,29.93,65.57,26.85,29.05,68.89,26.7,28.59,68.93,30.0,60,30.0,60,0.0,0.0,0.0
2017-07-04 18:00:00,30.33,64.1,27.8,29.87,65.54,27.0,29.11,69.23,26.89,27.77,71.52,28.0,70,29.0,70,0.0,0.0,0.0
2017-07-04 21:00:00,29.44,67.09,27.65,28.83,68.32,26.96,27.64,72.77,26.81,25.81,78.05,23.0,85,27.0,80,0.0,0.0,0.0
2017-07-05 12:00:00,30.33,60.07,27.61,29.63,62.48,27.04,28.93,64.44,26.93,29.17,58.61,30.0,65,26.0,85,0.0,0.0,0.0
2017-07-05 15:00:00,31.92,54.61,28.38,31.31,55.28,27.5,30.39,57.94,27.35,29.81,57.48,29.0,75,27.0,80,0.0,0.0,0.0
2017-07-05 18:00:00,32.22,53.69,29.02,31.12,55.74,27.65,29.87,59.65,27.5,27.67,64.93,27.0,80,27.0,85,0.0,0.0,0.0
2017-07-05 21:00:00,30.39,57.78,28.61,29.9,59.16,27.8,28.47,63.16,27.38,25.96,69.57,25.0,85,26.0,85,0.0,0.0,0.0
2017-07-06 12:00:00,31.21,61.54,28.68,30.48,63.19,27.84,29.99,64.19,27.65,32.25,53.36,26.0,85,25.0,85,0.0,0.0,0.0
2017-07-06 15:00:00,30.94,59.4,28.87,30.63,60.87,28.11,29.23,65.93,27.69,24.59,76.16,27.0,85,28.0,80,0.0,0.0,0.0
2017-07-06 18:00:00,30.67,64.93,28.95,30.18,66.58,28.15,29.41,68.32,27.92,27.09,72.77,26.0,85,28.0,80,0.0,0.0,0.0
2017-07-06 21:00:00,29.6,67.28,28.57,28.65,69.17,27.96,27.67,73.44,27.57,24.71,85.26,25.0,85,27.0,85,0.0,0.0,0.0
2017-07-07 12:00:00,29.6,72.83,28.41,28.93,74.51,27.65,28.56,75.95,27.54,29.11,70.79,28.0,80,26.0,85,0.0,0.0,0.0
2017-07-07 15:00:00,29.96,69.2,28.41,29.44,72.31,27.8,29.02,73.9,27.61,29.08,71.31,27.0,80,29.0,75,0.0,0.0,0.0
2017-07-07 18:00:00,30.05,69.26,28.38,29.17,72.1,27.84,28.62,74.88,27.65,26.79,80.16,27.0,85,28.0,75,0.0,0.0,0.0
2017-07-07 21:00:00,29.14,74.42,28.11,28.13,78.02,27.57,27.49,80.46,27.5,25.78,85.41,25.0,90,27.0,80,0.0,0.0,0.0
2017-07-08 12:00:00,28.96,76.43,27.84,27.92,80.22,27.38,27.43,82.39,27.19,26.91,81.11,29.0,75,25.0,90,0.0,0.0,0.0
2017-07-08 15:00:00,29.6,70.36,28.15,28.89,72.19,27.54,28.47,73.93,27.42,28.16,71.67,28.0,75,27.0,85,0.0,0.0,0.0
2017-07-08 18:00:00,29.69,69.35,28.07,28.96,70.97,27.57,28.44,72.86,27.57,27.49,73.44,27.0,85,28.0,85,0.0,0.0,0.0
2017-07-08 21:00:00,29.47,69.63,28.19,28.41,72.71,27.57,27.7,75.4,27.46,26.12,79.18,26.0,85,26.0,85,0.0,0.0,0.0
2017-07-09 12:00:00,30.33,71.7,28.22,30.21,71.55,27.8,29.72,73.2,27.65,32.22,60.5,28.0,85,27.0,85,0.0,0.0,0.0
2017-07-09 15:00:00,31.12,68.68,28.45,30.57,69.32,27.96,29.93,71.89,27.92,30.54,67.52,27.0,85,30.0,70,0.0,0.0,0.0
2017-07-09 18:00:00,31.25,68.01,28.68,30.21,69.38,28.03,29.6,70.91,27.92,27.86,74.27,26.0,80,31.0,65,0.0,0.0,0.0
2017-07-09 21:00:00,30.33,69.99,28.49,29.47,72.04,27.99,28.38,75.31,27.73,26.21,81.23,25.0,85,28.0,75,0.0,0.0,0.0
2017-07-10 12:00:00,29.02,76.95,27.96,27.49,83.09,27.35,27.06,85.32,27.31,25.96,88.31,30.0,65,27.0,75,0.0,0.0,0.0
2017-07-10 15:00:00,29.05,75.09,28.19,28.19,77.41,27.5,27.61,79.98,27.38,26.64,81.29,31.0,65,30.0,60,0.0,0.0,0.0
2017-07-10 18:00:00,28.93,76.56,27.96,28.04,79.18,27.42,27.34,82.17,27.35,25.87,86.66,29.0,70,31.0,60,0.0,0.0,0.0
2017-07-10 21:00:00,28.89,76.83,27.92,27.8,80.25,27.42,27.06,83.27,27.04,25.66,87.3,25.0,85,29.0,65,0.0,0.0,0.0
2017-07-11 12:00:00,29.84,67.25,27.77,29.78,67.28,27.42,29.35,68.86,27.5,31.79,58.15,30.0,65,27.0,75,0.0,0.0,0.0
2017-07-11 15:00:00,31.0,66.91,28.38,31.06,65.2,27.84,30.39,68.19,27.92,30.15,65.69,31.0,60,30.0,60,0.0,0.0,0.0
2017-07-11 18:00:00,30.27,69.02,28.22,30.18,68.5,27.84,28.99,72.99,27.73,27.06,77.96,29.0,70,31.0,60,0.0,0.0,0.0
2017-07-11 21:00:00,29.29,72.41,28.07,29.05,72.37,27.77,27.83,76.22,27.46,25.26,86.48,25.0,80,28.0,65,0.0,0.0,0.0
2017-07-12 12:00:00,29.32,68.77,27.96,28.96,68.65,27.57,27.86,72.99,27.35,27.09,72.65,31.0,63,28.0,79,0.0,0.0,0.0
2017-07-12 15:00:00,30.27,64.62,28.26,30.12,64.04,27.69,28.93,68.44,27.65,28.5,67.46,31.0,63,31.0,68,0.0,0.0,0.0
2017-07-12 18:00:00,31.09,58.42,28.68,31.06,58.39,27.92,29.23,66.0,27.73,26.67,72.07,29.1,67,30.799999,68,0.0,0.0,0.0
2017-07-12 21:00:00,29.38,65.26,28.41,29.69,62.91,28.03,27.74,69.93,27.46,24.53,80.86,25.0,85,27.0,80,0.0,0.0,0.0
2017-07-13 12:00:00,29.44,67.22,27.96,29.54,64.07,27.69,28.28,69.02,27.27,28.19,65.78,32.0,65,27.0,85,0.0,0.0,0.0
2017-07-13 15:00:00,30.57,64.1,28.11,30.33,63.64,27.69,29.2,68.28,27.5,28.53,68.32,31.0,70,29.0,75,0.0,0.0,0.0
2017-07-13 18:00:00,31.03,63.03,28.38,30.57,64.41,28.03,29.23,69.72,27.77,27.46,75.09,29.0,75,28.0,80,0.0,0.0,0.0
2017-07-13 21:00:00,30.6,65.02,28.45,29.84,67.16,27.99,28.65,71.7,27.69,26.64,78.45,26.0,85,26.0,85,0.0,0.0,0.0
2017-07-14 12:00:00,31.46,64.01,28.8,31.43,64.13,28.38,31.28,64.04,28.19,34.79,45.3,29.0,75,26.0,90,0.0,0.0,0.0
2017-07-14 15:00:00,32.41,56.11,29.1,32.31,55.4,28.57,31.83,57.42,28.72,31.89,54.91,29.0,80,28.0,80,0.0,0.0,0.0
2017-07-14 18:00:00,31.31,57.45,29.18,31.28,58.24,28.64,30.54,60.04,28.49,29.14,62.94,27.0,85,28.0,85,0.0,0.0,0.0
2017-07-14 21:00:00,30.57,66.18,28.99,30.21,65.42,28.72,29.14,69.66,28.34,27.06,76.28,26.0,90,26.0,90,0.0,0.0,0.0
2017-07-15 12:00:00,28.83,68.77,28.41,28.32,70.45,28.26,27.77,73.29,27.84,27.98,70.85,28.0,85,27.0,90,0.0,0.0,0.0
2017-07-15 15:00:00,29.78,68.25,28.72,29.63,67.52,28.49,29.17,69.81,28.19,28.5,70.18,28.0,80,29.0,80,0.0,0.0,0.0
2017-07-15 18:00:00,29.63,67.19,28.53,29.35,66.79,28.34,28.53,70.51,27.99,26.82,75.03,27.0,85,29.0,75,0.0,0.0,0.0
2017-07-15 21:00:00,29.05,70.97,28.38,28.38,72.59,28.19,27.61,75.31,27.69,25.26,83.06,25.0,90,27.0,80,0.0,0.0,0.0
2017-07-16 12:00:00,28.93,71.34,27.96,28.41,73.02,27.8,27.43,77.38,27.61,25.75,82.11,29.0,75,28.0,85,0.0,0.0,0.0
2017-07-16 15:00:00,28.86,75.24,27.84,28.01,78.05,27.69,27.09,81.93,27.31,25.45,88.19,29.0,75,30.0,70,0.0,0.0,0.0
2017-07-16 18:00:00,29.29,76.56,27.96,28.68,78.11,27.8,27.8,81.93,27.61,26.94,82.54,27.0,80,30.0,75,0.0,0.0,0.0
2017-07-16 21:00:00,29.35,74.11,27.99,28.53,76.4,27.77,27.64,80.77,27.5,26.42,84.16,26.0,90,29.0,80,0.0,0.0,0.0
2017-07-17 12:00:00,28.96,74.63,27.8,29.14,75.31,27.77,28.1,77.59,27.61,25.81,78.02,31.0,70,28.0,85,0.0,0.0,0.0
2017-07-17 15:00:00,27.98,73.35,27.54,27.64,74.51,27.69,26.88,77.87,27.46,24.84,84.07,31.0,70,31.0,70,0.0,0.0,0.0
2017-07-17 18:00:00,28.41,72.13,27.61,28.1,71.83,27.61,27.4,75.52,27.23,25.42,81.53,29.0,80,31.0,75,0.0,0.0,0.0
2017-07-17 21:00:00,27.67,74.3,27.19,27.31,75.09,27.46,26.39,79.15,27.12,23.83,87.82,26.0,85,29.0,80,0.0,0.0,0.0
2017-07-18 12:00:00,29.05,73.02,27.38,28.47,74.18,27.27,28.16,75.43,27.19,29.08,67.95,31.0,75,28.0,80,0.0,0.0,0.0
2017-07-18 15:00:00,29.78,69.75,27.57,29.23,71.7,27.31,28.47,75.03,27.31,27.34,75.85,31.0,75,32.0,70,0.0,0.0,0.0
2017-07-18 18:00:00,30.88,64.77,28.07,29.81,67.8,27.5,28.71,72.31,27.42,26.79,76.77,29.0,75,31.0,70,0.0,0.0,0.0
2017-07-18 21:00:00,30.02,69.54,27.88,29.29,71.34,27.46,27.92,76.47,27.38,25.54,84.34,26.0,85,29.0,75,0.0,0.0,0.0
2017-07-19 12:00:00,30.15,66.91,27.96,29.84,67.7,27.77,29.38,69.08,27.69,31.89,58.33,31.0,70,29.0,80,0.0,0.0,0.0
2017-07-19 15:00:00,32.07,58.73,28.64,31.43,60.74,28.3,30.88,63.49,28.15,29.84,64.68,31.0,70,31.0,70,0.0,0.0,0.0
2017-07-19 18:00:00,31.4,62.94,28.83,31.31,62.18,28.3,29.9,67.52,28.03,27.46,74.63,29.0,75,32.0,70,0.0,0.0,0.0
2017-07-19 21:00:00,30.73,65.29,28.8,30.05,66.0,28.19,28.59,71.25,27.84,26.33,78.08,26.0,85,30.0,80,0.0,0.0,0.0
2017-07-20 12:00:00,31.34,66.09,28.87,31.0,66.09,28.49,30.85,66.09,28.45,32.89,56.72,32.0,70,29.0,85,0.0,0.0,0.0
2017-07-20 15:00:00,32.92,64.07,29.41,32.41,64.5,28.76,31.92,66.0,28.83,33.11,58.64,31.0,75,31.0,70,0.0,0.0,0.0
2017-07-20 18:00:00,32.95,62.03,29.71,31.86,64.16,28.99,30.85,68.53,28.76,28.77,74.63,30.0,80,31.0,75,0.0,0.0,0.0
2017-07-20 21:00:00,31.98,62.73,29.6,31.25,64.47,29.22,30.45,67.25,28.87,29.11,69.9,27.0,85,29.0,80,0.0,0.0,0.0
2017-07-21 12:00:00,31.79,66.61,29.71,31.55,66.54,29.56,31.49,66.18,29.18,34.88,54.09,32.0,70,28.0,85,0.0,0.0,0.0
2017-07-21 15:00:00,33.17,65.93,30.21,32.92,65.9,29.9,32.62,66.82,29.6,34.24,59.71,31.0,70,30.0,80,0.0,0.0,0.0
2017-07-21 18:00:00,33.05,64.26,30.4,32.83,64.47,29.94,32.16,66.85,29.75,31.7,63.98,29.0,80,30.0,80,0.0,0.0,0.0
2017-07-21 21:00:00,32.1,68.65,30.28,31.76,68.1,29.86,30.73,71.64,29.56,29.26,75.37,27.0,85,29.0,80,0.0,0.0,0.0
2017-07-22 12:00:00,31.31,69.57,29.94,31.06,70.73,29.83,30.73,71.67,29.56,32.41,62.33,31.0,80,28.0,85,0.0,0.0,0.0
2017-07-22 15:00:00,32.89,61.75,30.51,32.83,61.97,30.32,32.31,63.19,30.21,32.8,59.71,30.0,80,30.0,75,0.0,0.0,0.0
2017-07-22 18:00:00,32.77,64.56,30.67,32.71,63.95,30.28,31.89,66.39,30.21,31.4,65.69,29.0,85,30.0,85,0.0,0.0,0.0
2017-07-22 21:00:00,31.76,67.49,30.51,31.86,65.72,30.32,30.45,70.57,29.86,28.38,76.77,27.0,90,29.0,85,0.0,0.0,0.0
2017-07-23 12:00:00,30.3,76.1,29.79,29.9,76.92,29.86,29.23,79.85,29.48,29.17,79.64,29.0,75,26.0,85,0.0,0.0,0.0
2017-07-23 15:00:00,31.49,72.07,30.13,31.21,71.86,30.17,31.0,72.8,29.86,30.7,71.52,30.0,75,30.0,75,0.0,0.0,0.0
2017-07-23 18:00:00,31.28,74.15,29.98,31.18,73.5,30.13,30.67,75.27,29.9,29.29,78.79,28.0,75,31.0,70,0.0,0.0,0.0
2017-07-23 21:00:00,30.88,75.49,29.75,30.42,76.1,29.98,29.69,78.51,29.6,27.67,86.08,26.0,90,29.0,75,0.0,0.0,0.0
2017-07-24 12:00:00,30.54,73.14,29.6,29.81,73.99,29.52,28.62,77.99,29.18,25.93,85.78,31.0,70,26.0,80,0.0,0.0,0.0
2017-07-24 15:00:00,30.15,74.79,29.52,29.17,77.78,29.44,28.25,81.9,29.1,25.9,91.33,31.0,70,30.0,65,0.0,0.0,0.0
2017-07-24 18:00:00,30.24,74.6,29.41,29.72,76.47,29.44,28.68,80.74,29.1,27.46,83.88,29.0,75,31.0,60,0.0,0.0,0.0
2017-07-24 21:00:00,30.18,75.98,29.44,29.23,79.15,29.22,28.22,83.67,28.95,26.48,89.38,26.0,85,29.0,65,0.0,0.0,0.0
2017-07-25 12:00:00,31.95,62.67,29.98,31.98,61.81,29.56,31.18,64.74,29.41,31.61,60.01,29.0,65,25.0,70,0.0,0.0,0.0
2017-07-25 15:00:00,33.23,58.64,30.28,32.89,59.04,29.71,,,29.86,31.12,62.52,31.0,60,30.0,60,0.0,0.0,
2017-07-25 18:00:00,33.6,56.44,30.97,33.02,57.45,29.94,,,29.94,30.05,64.07,30.0,65,31.0,65,0.0,0.0,
2017-07-25 21:00:00,31.98,60.29,30.55,31.76,59.49,30.05,,,29.6,27.43,72.13,25.0,65,28.0,75,0.0,0.0,
2017-07-26 12:00:00,31.37,51.13,30.17,31.21,50.64,29.9,,,29.64,30.82,48.96,30.0,65,25.0,85,0.0,0.0,
2017-07-26 15:00:00,33.02,50.09,30.78,32.62,49.69,30.25,,,30.09,31.86,50.73,31.0,65,28.0,80,0.0,0.0,
2017-07-26 18:00:00,33.29,49.48,30.89,32.89,49.15,30.4,32.34,51.07,30.21,31.37,52.35,27.0,75,29.0,75,0.0,0.0,0.0
2017-07-26 21:00:00,32.62,60.29,30.74,31.64,61.9,30.32,30.18,66.85,29.71,27.09,77.08,25.0,85,27.0,80,0.0,0.0,0.0
2017-07-27 12:00:00,31.15,59.1,30.17,31.15,56.81,30.02,30.76,59.28,29.79,31.43,56.01,28.0,80,26.0,85,0.0,0.0,0.0
2017-07-27 15:00:00,32.28,55.16,30.47,31.83,54.98,30.13,31.21,57.26,29.9,31.37,55.25,28.0,80,29.0,75,0.0,0.0,0.0
2017-07-27 18:00:00,31.95,58.58,30.51,31.95,56.56,30.09,30.82,60.68,29.83,28.56,65.6,27.0,85,29.0,75,0.0,0.0,0.0
2017-07-27 21:00:00,31.15,62.67,30.28,31.06,62.39,30.09,29.66,67.46,29.6,26.94,76.04,25.0,90,28.0,80,0.0,0.0,0.0
2017-07-28 12:00:00,30.09,73.35,29.56,29.54,74.79,29.56,28.77,78.57,29.1,27.98,78.57,29.0,75,26.0,85,0.0,0.0,0.0
2017-07-28 15:00:00,30.39,73.5,29.79,29.81,76.19,29.52,28.86,81.04,29.1,28.22,82.02,29.0,75,29.0,75,0.0,0.0,0.0
2017-07-28 18:00:00,30.42,71.34,29.56,29.63,72.77,29.37,28.62,76.01,28.91,26.91,79.76,28.0,75,29.0,75,0.0,0.0,0.0
2017-07-28 21:00:00,30.39,69.66,29.48,29.26,73.02,29.33,28.35,76.43,28.91,26.03,84.74,26.0,85,28.0,80,0.0,0.0,0.0
2017-07-29 12:00:00,31.06,64.04,29.48,30.39,65.11,28.95,29.9,66.94,28.91,30.21,64.04,29.0,75,26.0,85,0.0,0.0,0.0
2017-07-29 15:00:00,32.25,59.4,29.79,31.58,60.26,29.22,31.06,62.73,29.29,31.03,60.41,29.0,70,28.0,80,0.0,0.0,0.0
2017-07-29 18:00:00,32.47,58.21,30.02,31.43,60.84,29.33,30.85,63.0,29.41,29.99,63.43,28.0,80,28.0,80,0.0,0.0,0.0
2017-07-29 21:00:00,31.55,61.11,29.94,30.73,62.45,29.25,29.57,65.23,29.22,27.43,70.05,25.0,90,28.0,85,0.0,0.0,0.0
2017-07-30 12:00:00,31.12,61.39,29.6,30.79,61.29,29.18,30.18,63.46,28.99,29.57,62.18,28.0,85,27.0,85,0.0,0.0,0.0
2017-07-30 15:00:00,33.11,50.73,30.4,32.31,53.24,29.48,31.52,55.77,29.44,30.79,55.04,28.0,85,31.0,70,0.0,0.0,0.0
2017-07-30 18:00:00,33.14,49.97,30.47,32.5,51.34,29.48,31.21,56.11,29.48,29.05,61.57,27.0,85,33.0,65,0.0,0.0,0.0
2017-07-30 21:00:00,32.28,55.22,30.44,31.21,57.75,29.52,29.96,63.71,29.18,27.0,74.3,26.0,90,30.0,75,0.0,0.0,0.0
2017-07-31 12:00:00,29.26,70.48,29.29,27.61,76.28,28.68,26.64,80.13,28.07,23.58,89.04,31.0,65,28.0,80,0.0,0.0,0.0
2017-07-31 15:00:00,29.35,70.09,29.14,27.7,76.1,28.49,26.88,79.21,28.07,25.17,85.13,32.0,65,31.0,70,0.0,0.0,0.0
2017-07-31 18:00:00,28.96,71.52,29.06,27.61,76.53,28.34,26.7,79.73,27.84,24.59,85.87,30.0,80,32.0,70,0.0,0.0,0.0
2017-07-31 21:00:00,29.05,68.53,28.95,27.49,74.08,28.19,26.64,77.53,27.88,24.62,84.19,27.0,85,30.0,75,0.0,0.0,0.0
2017-08-01 12:00:00,30.24,66.48,28.68,29.54,68.1,27.92,29.11,71.03,27.92,29.66,63.71,32.0,65,27.0,70,0.0,0.0,0.0
2017-08-01 15:00:00,32.44,57.2,29.37,31.61,58.61,28.38,31.09,60.81,28.41,30.97,59.16,33.0,65,31.0,60,0.0,0.0,0.0
2017-08-01 18:00:00,32.68,57.91,29.64,31.79,58.79,28.41,31.21,60.44,28.64,30.67,59.46,31.0,70,33.0,55,0.0,0.0,0.0
2017-08-01 21:00:00,32.22,63.4,29.75,30.85,64.93,28.45,30.51,65.32,28.49,28.71,67.67,27.0,80,31.0,65,0.0,0.0,0.0
2017-08-02 12:00:00,32.99,59.22,30.25,32.83,60.16,29.14,32.34,61.14,29.33,34.94,50.43,32.0,55,28.0,70,0.0,0.0,0.0
2017-08-02 15:00:00,33.6,58.39,30.67,33.53,56.93,29.44,32.95,60.53,29.75,32.62,59.4,33.0,50,32.0,60,0.0,0.0,0.0
2017-08-02 18:00:00,34.11,55.07,31.01,33.53,56.84,29.67,32.62,59.28,29.83,31.58,61.14,32.0,60,34.0,60,0.0,0.0,0.0
2017-08-02 21:00:00,33.08,62.55,31.01,32.25,63.0,29.6,31.37,66.15,29.52,29.23,75.64,27.0,70,32.0,65,0.0,0.0,0.0
2017-08-03 12:00:00,32.34,49.73,30.78,32.28,49.91,29.94,31.89,49.82,29.94,31.89,47.8,33.0,60,31.0,70,0.0,0.0,0.0
2017-08-03 15:00:00,33.6,47.37,31.39,33.2,46.98,30.21,32.77,47.28,30.32,32.04,47.86,33.0,60,35.0,55,0.0,0.0,0.0
2017-08-03 18:00:00,33.29,52.17,31.35,32.8,51.31,30.28,32.25,52.44,30.32,31.37,53.66,31.0,75,35.0,55,0.0,0.0,0.0
2017-08-03 21:00:00,32.5,57.11,31.2,31.92,57.26,30.21,30.94,60.44,30.09,29.02,64.56,27.0,80,32.0,70,0.0,0.0,0.0
2017-08-04 12:00:00,32.77,56.65,31.01,32.62,56.01,30.36,32.34,55.98,30.4,33.96,46.4,34.0,60,29.0,75,0.0,0.0,0.0
2017-08-04 15:00:00,34.42,50.34,31.62,34.08,50.24,30.7,33.6,50.76,30.93,33.02,49.69,34.0,60,33.0,65,0.0,0.0,0.0
2017-08-04 18:00:00,34.63,48.78,31.85,34.27,48.47,30.97,33.63,51.43,31.24,32.47,54.73,32.0,70,34.0,60,0.0,0.0,0.0
2017-08-04 21:00:00,33.44,56.84,31.81,32.77,57.14,30.82,32.04,59.13,30.7,29.08,67.31,28.0,80,31.0,75,0.0,0.0,0.0
2017-08-05 12:00:00,33.93,62.36,31.73,33.9,61.81,31.16,33.53,61.26,31.09,36.25,49.6,33.0,65,29.0,85,0.0,0.0,0.0
2017-08-05 15:00:00,35.73,53.88,32.5,35.12,53.85,31.54,34.3,56.78,31.54,32.53,60.35,33.0,70,32.0,70,0.0,0.0,0.0
2017-08-05 18:00:00,35.15,56.2,32.5,34.6,57.78,31.62,33.75,61.02,31.66,31.55,66.79,31.0,75,32.0,70,0.0,0.0,0.0
2017-08-05 21:00:00,34.39,61.57,32.69,33.84,61.51,31.73,32.74,64.68,31.66,31.25,67.46,27.0,85,29.0,75,0.0,0.0,0.0
2017-08-06 12:00:00,30.76,64.74,31.28,29.87,67.22,31.05,29.26,69.54,30.59,27.16,76.74,31.0,70,27.0,85,0.0,0.0,0.0
2017-08-06 15:00:00,32.19,63.37,31.58,31.7,63.03,31.09,30.79,65.29,30.78,28.5,70.3,31.0,70,30.0,65,0.0,0.0,0.0
2017-08-06 18:00:00,33.38,56.5,31.89,32.68,58.36,31.24,31.43,61.9,30.89,29.66,65.45,30.0,75,30.0,70,0.0,0.0,0.0
2017-08-06 21:00:00,32.28,61.78,31.43,31.37,62.91,31.12,30.63,65.32,30.78,27.77,74.21,26.0,85,28.0,80,0.0,0.0,0.0
2017-08-07 12:00:00,32.92,54.95,31.54,32.5,55.53,31.09,31.89,58.46,30.78,32.47,53.88,30.0,70,27.0,80,0.0,0.0,0.0
2017-08-07 15:00:00,35.18,49.88,32.65,33.87,52.75,31.62,32.68,56.75,31.2,30.79,61.45,30.0,70,30.0,65,0.0,0.0,0.0
